"grid"	"year"	"month"	"day"	"L"	"L2"	"L3"	"nuSpecies"	"visit"	"y"	"siteIndex"	"yearIndex"	"bio1"	"bio5"	"bio6"	"Forest"	"Open"	"Bottom"	"Top"	"PrefOpen"	"PrefClosed"	"Agriculture"	"Habitat"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"ID_2"	"NAME_2"	"TYPE_2"	"ENGTYPE_2"	"NL_NAME_2"	"VARNAME_2"	"adm"	"adm2"	"tree_line_position"	"alpine_habitat1"	"alpine_habitat2"	"alpine_habitat3"	"alpine_habitat4"	"High"	"admN"	"admN2"	"site"	"siteyearIndex"	"samplingDays"	"Effort"	"species"	"nuVisits"	"nuObs"	"x"
10413	2007	NA	NA	NA	NA	NA	NA	NA	7883021.13526258	608	1	-12.804347826087	190.010869565217	-220.9375	52	193	0	79	27	3	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	49.733294985199	0.48	0.52	0	0	0	5	297	"5-297-10413"	608	0	0	0	2	0	1317014.40275069
10414	2007	NA	NA	NA	NA	NA	NA	NA	7883021.13526258	609	1	-14.745	189.0575	-224.57	10	183	0	43	19	1	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	37.450639998627	0.48	0.52	0	0	0	5	297	"5-297-10414"	609	0	0	1	3	2	1322014.40275069
10415	2007	NA	NA	NA	NA	NA	NA	NA	7883021.13526258	610	1	-15.525	191.9225	-225.9075	28	221	0	60	24	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	0.0582099983220132	0.2	0.8	0	0	0	5	297	"5-297-10415"	610	0	0	0	7	0	1327014.40275069
10592	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	612	1	-16.9	141.9275	-164.865	10	216	0	55	25	8	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"84"	"Hammerfest"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Hammerfest"	-308.29370506134	0.12	0.32	0.36	0.2	0	5	131	"5-131-10592"	612	0	0	1	4	2	1027014.40275069
10596	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	614	1	-9.375	170.4175	-168.9525	8	229	0	147	63	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	-53.999960002899	0.12	0.88	0	0	0	5	174	"5-174-10596"	614	0	0	0	1	0	1047014.40275069
10600	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	618	1	-24.6325	178.4075	-210.08	33	247	0	181	51	18	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	-66.302137419891	0.08	0.92	0	0	0	5	174	"5-174-10600"	618	0	0	0	1	0	1067014.40275069
10601	2007	7	23	6	6	1	8	"2007-7-23-10601"	7878021.13526258	619	1	-21.1	182.855	-210.3225	127	150	0	140	91	35	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	38.841239928436	0.48	0.52	0	0	0	5	174	"5-174-10601"	619	1	0.75	1	3	1	1072014.40275069
10604	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	622	1	-22.94	184.1175	-218.82	0	253	0	244	99	0	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-24.730017418671	0	1	0	0	0	5	263	"5-263-10604"	622	0	0	1	2	1	1087014.40275069
10605	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	623	1	-17.995	183.3975	-205.27	81	175	0	150	69	13	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-19.573917580414	0.2	0.8	0	0	0	5	263	"5-263-10605"	623	0	0	1	8	1	1092014.40275069
10606	2007	8	31	1	1	1	81	"2007-8-31-10606"	7878021.13526258	624	1	-8.89	171.78	-183.4575	210	52	7	44	29	19	6	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	165.055367537117	0.88	0.12	0	0	0	5	263	"5-263-10606"	624	2	0.0123456790123457	1	174	4	1097014.40275069
10610	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	625	1	-9.64	181.3125	-195.585	58	228	0	108	18	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	90.959829969788	0.72	0.28	0	0	0	5	263	"5-263-10610"	625	0	0	0	5	0	1117014.40275069
10612	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	627	1	-26.3240740740741	182.625	-213.895833333333	0	271	0	4	0	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-207.03964004364	0	0.64	0.36	0	0	5	263	"5-263-10612"	627	0	0	0	1	0	1127014.40275069
10622	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	637	1	-27.06	193.83	-244.145	0	254	0	196	67	0	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	-7.03108742904698	0	1	0	0	0	5	358	"5-358-10622"	637	0	0	0	2	0	1177014.40275069
10623	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	638	1	-27.633152173913	195.209239130435	-251.586956521739	62	191	0	133	33	8	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	-5.051397444153	0.24	0.76	0	0	0	5	358	"5-358-10623"	638	0	0	1	4	3	1182014.40275069
10624	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	639	1	-27.39	196.3175	-253.9825	49	233	0	203	108	20	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	-5.66733499069198	0.2	0.8	0	0	0	5	358	"5-358-10624"	639	0	0	1	2	1	1187014.40275069
10625	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	640	1	-26.0225	200.6175	-262.4025	166	119	0	110	77	61	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	83.804752510071	0.88	0.12	0	0	0	5	358	"5-358-10625"	640	0	0	1	3	1	1192014.40275069
10640	2007	NA	NA	NA	NA	NA	NA	NA	7878021.13526258	651	1	-19.46	197.73	-239.31	29	242	0	46	13	5	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	-42.897909951973	0.2	0.8	0	0	0	5	297	"5-297-10640"	651	0	0	0	4	0	1267014.40275069
10641	2007	6	4	1	1	1	3	"2007-6-4-10641"	7878021.13526258	652	1	-18.0364583333333	188.635416666667	-240.971354166667	135	80	1	35	3	8	1	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	73.3162700117111	1	0	0	0	0	5	297	"5-297-10641"	652	1	0.333333333333333	0	3	0	1272014.40275069
10650	2007	6	5	1	1	1	13	"2007-6-5-10650"	7878021.13526258	656	1	-15.0896739130435	186.779891304348	-233.274456521739	138	51	0	22	18	1	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	114.640197476578	0.88	0.12	0	0	0	5	297	"5-297-10650"	656	1	0.0769230769230769	0	7	0	1317014.40275069
10830	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	662	1	-25.9537037037037	144.150462962963	-179.553240740741	0	248	0	60	11	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	-423.05708981781	0	0.2	0.72	0.08	0	5	18	"5-18-10830"	662	0	0	0	1	0	1032014.40275069
10837	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	667	1	-24.395	181.29	-219.055	96	174	0	149	66	35	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	-0.708954935837028	0.28	0.72	0	0	0	5	174	"5-174-10837"	667	0	0	0	1	0	1067014.40275069
10838	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	668	1	-26.185	180.95	-222.3725	12	250	0	220	116	2	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	-23.783647524261	0.12	0.88	0	0	0	5	174	"5-174-10838"	668	0	0	0	1	0	1072014.40275069
10841	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	671	1	-25.3375	178.605	-225.97	0	222	0	214	101	0	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-37.172687976837	0	1	0	0	0	5	263	"5-263-10841"	671	0	0	0	2	0	1087014.40275069
10842	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	672	1	-19.3725	180.79	-214.37	165	82	0	56	38	16	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	43.955117493057	0.791666666666667	0.208333333333333	0	0	0	5	263	"5-263-10842"	672	0	0	1	2	1	1092014.40275069
10843	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	673	1	-7.9925	162.0075	-184.785	142	16	3	16	13	14	3	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	243.733187681054	0.954545454545455	0.0454545454545455	0	0	0	5	263	"5-263-10843"	673	0	0	1	39	2	1097014.40275069
10862	2007	6	6	2	2	1	12	"2007-6-6-10862"	7873021.13526258	689	1	-25.9875	199.97	-264.105	151	21	13	19	11	26	13	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	143.186792537403	1	0	0	0	0	5	358	"5-358-10862"	689	1	0.166666666666667	0	7	0	1192014.40275069
10875	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	696	1	-32.035	202.51	-272.56	102	109	0	37	5	17	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	18.888087421799	0.6	0.4	0	0	0	5	297	"5-297-10875"	696	0	0	0	1	0	1257014.40275069
10877	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	698	1	-21.85	200.9725	-254.4925	110	130	0	50	8	25	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	11.463467379761	0.56	0.44	0	0	0	5	297	"5-297-10877"	698	0	0	0	1	0	1267014.40275069
10878	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	699	1	-21.91	196.885	-257.875	127	77	0	40	7	7	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	52.692872473145	0.76	0.24	0	0	0	5	297	"5-297-10878"	699	0	0	0	5	0	1272014.40275069
10884	2007	6	21	1	1	1	98	"2007-6-21-10884"	7873021.13526258	701	1	-12.6375	189.695	-240.375	49	95	18	39	24	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	66.7011950115204	0.88	0.12	0	0	0	5	297	"5-297-10884"	701	2	0.0102040816326531	1	162	3	1302014.40275069
10885	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	702	1	-16.3677884615385	192.591346153846	-247.137019230769	108	113	0	67	30	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	65.688577513504	0.96	0.04	0	0	0	5	297	"5-297-10885"	702	0	0	1	10	1	1307014.40275069
10886	2007	7	5	2	2	1	33	"2007-7-5-10886"	7873021.13526258	703	1	-17.6899038461538	190.862980769231	-248.110576923077	149	74	2	44	25	8	2	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	135.75141999321	0.92	0.08	0	0	0	5	297	"5-297-10886"	703	2	0.0606060606060606	1	17	1	1312014.40275069
10887	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	704	1	-19.345	192.1325	-248.585	197	17	5	5	5	2	5	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	157.55706495266	1	0	0	0	0	5	297	"5-297-10887"	704	0	0	0	8	0	1317014.40275069
10888	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	705	1	-23.1536458333333	198.0546875	-250.942708333333	219	12	0	6	1	3	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	59.426575059128	1	0	0	0	0	5	297	"5-297-10888"	705	0	0	1	4	4	1322014.40275069
10889	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	706	1	-22.9158653846154	199.757211538462	-247.435096153846	162	61	0	34	25	9	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	16.638207397079	0.72	0.28	0	0	0	5	297	"5-297-10889"	706	0	0	1	1	1	1327014.40275069
10890	2007	NA	NA	NA	NA	NA	NA	NA	7873021.13526258	707	1	-21.8389423076923	201.548076923077	-243.384615384615	82	140	0	71	41	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	-12.935347564316	0.28	0.72	0	0	0	5	297	"5-297-10890"	707	0	0	0	1	0	1332014.40275069
11065	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	708	1	-9.2925	154.78	-157.865	13	206	0	91	4	9	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	-199.264014744768	0.16	0.44	0.4	0	0	5	18	"5-18-11065"	708	0	0	0	1	0	1022014.40275069
11066	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	709	1	-12.105	153.7825	-163.2625	12	250	0	156	97	0	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	-98.992162496185	0	0.96	0.04	0	0	5	18	"5-18-11066"	709	0	0	0	1	0	1027014.40275069
11067	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	710	1	-10.9289772727273	155.696022727273	-163.005681818182	13	212	0	142	90	4	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	18.503987560272	0.36	0.64	0	0	0	5	18	"5-18-11067"	710	0	0	0	5	0	1032014.40275069
11073	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	714	1	-26.8775	183.885	-228.83	12	260	0	213	47	4	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	16.1436949646	0.24	0.76	0	0	0	5	174	"5-174-11073"	714	0	0	1	7	2	1062014.40275069
11074	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	715	1	-26.79	184.26	-231.1975	66	216	0	178	93	23	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	50.709132524872	0.64	0.36	0	0	0	5	174	"5-174-11074"	715	0	0	0	6	0	1067014.40275069
11078	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	719	1	-23.3070652173913	181.945652173913	-223.630434782609	10	275	0	265	116	10	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-64.48371761322	0	1	0	0	0	5	263	"5-263-11078"	719	0	0	0	2	0	1087014.40275069
11079	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	720	1	-17.7675	179.44	-215.01	162	106	0	81	55	36	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	23.251492586517	0.64	0.36	0	0	0	5	263	"5-263-11079"	720	0	0	0	1	0	1092014.40275069
11085	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	722	1	-32.38	177.71	-227.805	0	248	0	5	0	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-207.780254898071	0	0.92	0.08	0	0	5	263	"5-263-11085"	722	0	0	0	1	0	1122014.40275069
11115	2007	6	4	1	1	1	12	"2007-6-4-11115"	7868021.13526258	743	1	-24.5975	200.3275	-268.5575	105	127	0	67	12	19	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	41.098035037041	0.72	0.28	0	0	0	5	297	"5-297-11115"	743	1	0.0833333333333333	0	4	0	1272014.40275069
11120	2007	6	24	1	1	1	48	"2007-6-24-11120"	7868021.13526258	745	1	-13.585	199.115	-246.9975	30	187	18	86	57	1	4	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	46.7822775274277	0.52	0.48	0	0	0	5	297	"5-297-11120"	745	2	0.0208333333333333	1	63	1	1297014.40275069
11121	2007	NA	NA	NA	NA	NA	NA	NA	7868021.13526258	746	1	-17.2527173913043	198.663043478261	-254.747282608696	44	192	11	49	36	1	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	27.768844838811	0.36	0.64	0	0	0	5	297	"5-297-11121"	746	0	0	0	13	0	1302014.40275069
11303	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	747	1	-16.5825	153.21	-169.095	8	276	0	92	48	1	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	-254.912742527008	0.16	0.32	0.52	0	0	5	18	"5-18-11303"	747	0	0	0	2	0	1027014.40275069
11309	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	751	1	-26.1009615384615	182.872596153846	-222.819711538462	0	240	0	199	74	0	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	-21.566995046234	0	1	0	0	0	5	174	"5-174-11309"	751	0	0	0	4	0	1057014.40275069
11310	2007	8	10	1	1	1	9	"2007-8-10-11310"	7863021.13526258	752	1	-27.0234375	186.205729166667	-237.221354166667	2	247	0	205	90	2	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	61.354932556915	0.16	0.84	0	0	0	5	174	"5-174-11310"	752	1	0.111111111111111	1	7	2	1062014.40275069
11311	2007	8	10	1	1	1	3	"2007-8-10-11311"	7863021.13526258	753	1	-26.7620192307692	188.125	-241.802884615385	3	272	0	195	128	3	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"88"	"Kvalsund"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Kvalsund"	82.766036736298	0.32	0.68	0	0	0	5	174	"5-174-11311"	753	1	0.333333333333333	1	17	10	1067014.40275069
11315	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	757	1	-23.7690217391304	182.508152173913	-225.967391304348	21	234	0	225	83	10	0	"Top"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-51.686454945374	0.04	0.96	0	0	0	5	263	"5-263-11315"	757	0	0	0	1	0	1087014.40275069
11316	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	758	1	-13.52	187.915	-215.875	158	106	0	91	45	66	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	247.437942504978	0.84	0.16	0	0	0	5	263	"5-263-11316"	758	0	0	1	13	1	1092014.40275069
11317	2007	5	22	5	5	1	153	"2007-5-22-11317"	7863021.13526258	759	1	-7.43	170.24	-199.275	43	108	3	84	45	11	3	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	294.797094665552	1	0	0	0	0	5	263	"5-263-11317"	759	4	0.0326797385620915	1	656	28	1097014.40275069
11320	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	760	1	-14.7336956521739	171.529891304348	-193.986413043478	43	184	0	42	18	0	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"94"	"Porsanger"	"Kommuner"	"Municipality"	NA	"Porsáŋgu"	"Finnmark"	"Porsanger"	-1.197715008736	0.32	0.68	0	0	0	5	263	"5-263-11320"	760	0	0	0	6	0	1112014.40275069
11333	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	773	1	-33.0115740740741	194.618055555556	-278.027777777778	263	20	0	18	5	65	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	48.176567534637	0.96	0.04	0	0	0	5	358	"5-358-11333"	773	0	0	1	4	1	1177014.40275069
11335	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	775	1	-28.6739130434783	200.209239130435	-268.39402173913	145	21	2	20	9	34	2	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"96"	"Tana"	"Kommuner"	"Municipality"	NA	"Deatnu"	"Finnmark"	"Tana"	140.869383779224	0.85	0.15	0	0	0	5	358	"5-358-11335"	775	0	0	0	2	0	1187014.40275069
11351	2007	NA	NA	NA	NA	NA	NA	NA	7863021.13526258	780	1	-27.59	201.8775	-279.625	194	70	0	31	0	19	0	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	83.2587950115204	0.76	0.24	0	0	0	5	297	"5-297-11351"	780	0	0	1	5	2	1267014.40275069
11352	2007	6	25	3	3	1	65	"2007-6-25-11352"	7863021.13526258	781	1	-27.14	200.51	-283.34	110	73	2	24	0	11	2	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	97.137152413559	1	0	0	0	0	5	297	"5-297-11352"	781	4	0.0461538461538462	1	88	9	1272014.40275069
11353	2007	6	23	3	3	1	85	"2007-6-23-11353"	7863021.13526258	782	1	-23.575	200.42	-271.0675	188	65	3	16	17	23	3	"Forest"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	82.9187226663589	0.84	0.16	0	0	0	5	297	"5-297-11353"	782	25	0.0352941176470588	1	206	4	1277014.40275069
11354	2007	6	2	4	4	1	55	"2007-6-2-11354"	7863021.13526258	783	1	-17.5625	195.25	-256.875	56	128	1	66	49	2	1	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	68.8849282796759	0.56	0.44	0	0	0	5	297	"5-297-11354"	783	3	0.0727272727272727	0	65	0	1282014.40275069
11358	2007	7	20	1	1	1	37	"2007-7-20-11358"	7863021.13526258	787	1	-18.3451086956522	198.902173913043	-260.83152173913	23	195	2	22	27	0	2	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"95"	"Sør-Varanger"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Sør-Varanger"	7.842457384952	0.28	0.72	0	0	0	5	297	"5-297-11358"	787	2	0.027027027027027	1	30	4	1302014.40275069
11538	2007	NA	NA	NA	NA	NA	NA	NA	7858021.13526258	790	1	-9.075	157.565	-158.1825	62	168	0	60	35	24	0	"Open"	"169"	"NOR"	"Norway"	"5"	"Finnmark"	"80"	"Alta"	"Kommuner"	"Municipality"	NA	NA	"Finnmark"	"Alta"	-70.478427335358	0.16	0.76	0.08	0	0	5	18	"5-18-11538"	790	0	0	0	1	0	1017014.40275069
